NUMBERS;RECORDS
6482;WFDBRecords/07/074/JS06767
6483;WFDBRecords/07/074/JS06768
6484;WFDBRecords/07/074/JS06769
6485;WFDBRecords/07/074/JS06771
6486;WFDBRecords/07/074/JS06772
6487;WFDBRecords/07/074/JS06773
6488;WFDBRecords/07/074/JS06774
6489;WFDBRecords/07/074/JS06775
6490;WFDBRecords/07/074/JS06776
6491;WFDBRecords/07/074/JS06777
6492;WFDBRecords/07/074/JS06778
6493;WFDBRecords/07/074/JS06779
6494;WFDBRecords/07/074/JS06780
6495;WFDBRecords/07/074/JS06781
6496;WFDBRecords/07/074/JS06782
6497;WFDBRecords/07/074/JS06783
6498;WFDBRecords/07/074/JS06784
6499;WFDBRecords/07/074/JS06785
6500;WFDBRecords/07/075/JS06786
6501;WFDBRecords/07/075/JS06787
6502;WFDBRecords/07/075/JS06788
6503;WFDBRecords/07/075/JS06789
6504;WFDBRecords/07/075/JS06790
6505;WFDBRecords/07/075/JS06791
6506;WFDBRecords/07/075/JS06792
6507;WFDBRecords/07/075/JS06793
6508;WFDBRecords/07/075/JS06794
6509;WFDBRecords/07/075/JS06795
6510;WFDBRecords/07/075/JS06796
6511;WFDBRecords/07/075/JS06797
6512;WFDBRecords/07/075/JS06798
6513;WFDBRecords/07/075/JS06799
6514;WFDBRecords/07/075/JS06800
6515;WFDBRecords/07/075/JS06801
6516;WFDBRecords/07/075/JS06802
6517;WFDBRecords/07/075/JS06804
6518;WFDBRecords/07/075/JS06805
6519;WFDBRecords/07/075/JS06806
6520;WFDBRecords/07/075/JS06807
6521;WFDBRecords/07/075/JS06808
6522;WFDBRecords/07/075/JS06809
6523;WFDBRecords/07/075/JS06810
6524;WFDBRecords/07/075/JS06811
6525;WFDBRecords/07/075/JS06812
6526;WFDBRecords/07/075/JS06813
6527;WFDBRecords/07/075/JS06814
6528;WFDBRecords/07/075/JS06815
6529;WFDBRecords/07/075/JS06816
6530;WFDBRecords/07/075/JS06817
6531;WFDBRecords/07/075/JS06818
6532;WFDBRecords/07/075/JS06819
6533;WFDBRecords/07/075/JS06820
6534;WFDBRecords/07/075/JS06821
6535;WFDBRecords/07/075/JS06822
6536;WFDBRecords/07/075/JS06823
6537;WFDBRecords/07/075/JS06824
6538;WFDBRecords/07/075/JS06825
6539;WFDBRecords/07/075/JS06826
6540;WFDBRecords/07/075/JS06827
6541;WFDBRecords/07/075/JS06828
6542;WFDBRecords/07/075/JS06829
6543;WFDBRecords/07/075/JS06830
6544;WFDBRecords/07/075/JS06831
6545;WFDBRecords/07/075/JS06832
6546;WFDBRecords/07/075/JS06833
6547;WFDBRecords/07/075/JS06834
6548;WFDBRecords/07/075/JS06835
6549;WFDBRecords/07/075/JS06836
6550;WFDBRecords/07/075/JS06837
6551;WFDBRecords/07/075/JS06838
6552;WFDBRecords/07/075/JS06839
6553;WFDBRecords/07/075/JS06840
6554;WFDBRecords/07/075/JS06841
6555;WFDBRecords/07/075/JS06842
6556;WFDBRecords/07/075/JS06843
6557;WFDBRecords/07/075/JS06844
6558;WFDBRecords/07/075/JS06845
6559;WFDBRecords/07/075/JS06846
6560;WFDBRecords/07/075/JS06847
6561;WFDBRecords/07/075/JS06848
6562;WFDBRecords/07/075/JS06849
6563;WFDBRecords/07/075/JS06850
6564;WFDBRecords/07/075/JS06851
6565;WFDBRecords/07/075/JS06852
6566;WFDBRecords/07/075/JS06853
6567;WFDBRecords/07/075/JS06854
6568;WFDBRecords/07/075/JS06855
6569;WFDBRecords/07/075/JS06856
6570;WFDBRecords/07/075/JS06857
6571;WFDBRecords/07/075/JS06858
6572;WFDBRecords/07/075/JS06859
6573;WFDBRecords/07/075/JS06860
6574;WFDBRecords/07/075/JS06861
6575;WFDBRecords/07/075/JS06862
6576;WFDBRecords/07/075/JS06863
6577;WFDBRecords/07/075/JS06864
6578;WFDBRecords/07/075/JS06865
6579;WFDBRecords/07/075/JS06866
6580;WFDBRecords/07/075/JS06867
6581;WFDBRecords/07/075/JS06868
6582;WFDBRecords/07/075/JS06869
6583;WFDBRecords/07/075/JS06870
6584;WFDBRecords/07/075/JS06871
6585;WFDBRecords/07/075/JS06872
6586;WFDBRecords/07/075/JS06873
6587;WFDBRecords/07/075/JS06874
6588;WFDBRecords/07/075/JS06875
6589;WFDBRecords/07/075/JS06877
6590;WFDBRecords/07/075/JS06878
6591;WFDBRecords/07/075/JS06879
6592;WFDBRecords/07/075/JS06880
6593;WFDBRecords/07/075/JS06881
6594;WFDBRecords/07/075/JS06882
6595;WFDBRecords/07/075/JS06883
6596;WFDBRecords/07/075/JS06884
6597;WFDBRecords/07/075/JS06885
6598;WFDBRecords/07/075/JS06886
6599;WFDBRecords/07/075/JS06887
6600;WFDBRecords/07/076/JS06888
6601;WFDBRecords/07/076/JS06889
6602;WFDBRecords/07/076/JS06890
6603;WFDBRecords/07/076/JS06891
6604;WFDBRecords/07/076/JS06892
6605;WFDBRecords/07/076/JS06893
6606;WFDBRecords/07/076/JS06894
6607;WFDBRecords/07/076/JS06895
6608;WFDBRecords/07/076/JS06896
6609;WFDBRecords/07/076/JS06897
6610;WFDBRecords/07/076/JS06898
6611;WFDBRecords/07/076/JS06899
6612;WFDBRecords/07/076/JS06900
6613;WFDBRecords/07/076/JS06901
6614;WFDBRecords/07/076/JS06902
6615;WFDBRecords/07/076/JS06903
6616;WFDBRecords/07/076/JS06904
6617;WFDBRecords/07/076/JS06905
6618;WFDBRecords/07/076/JS06906
6619;WFDBRecords/07/076/JS06907
6620;WFDBRecords/07/076/JS06908
6621;WFDBRecords/07/076/JS06909
6622;WFDBRecords/07/076/JS06910
6623;WFDBRecords/07/076/JS06911
6624;WFDBRecords/07/076/JS06912
6625;WFDBRecords/07/076/JS06913
6626;WFDBRecords/07/076/JS06914
6627;WFDBRecords/07/076/JS06915
6628;WFDBRecords/07/076/JS06916
6629;WFDBRecords/07/076/JS06917
6630;WFDBRecords/07/076/JS06918
6631;WFDBRecords/07/076/JS06919
6632;WFDBRecords/07/076/JS06920
6633;WFDBRecords/07/076/JS06921
6634;WFDBRecords/07/076/JS06922
6635;WFDBRecords/07/076/JS06923
6636;WFDBRecords/07/076/JS06924
6637;WFDBRecords/07/076/JS06925
6638;WFDBRecords/07/076/JS06926
6639;WFDBRecords/07/076/JS06927
6640;WFDBRecords/07/076/JS06928
6641;WFDBRecords/07/076/JS06929
6642;WFDBRecords/07/076/JS06930
6643;WFDBRecords/07/076/JS06931
6644;WFDBRecords/07/076/JS06932
6645;WFDBRecords/07/076/JS06933
6646;WFDBRecords/07/076/JS06934
6647;WFDBRecords/07/076/JS06935
6648;WFDBRecords/07/076/JS06936
6649;WFDBRecords/07/076/JS06937
6650;WFDBRecords/07/076/JS06938
6651;WFDBRecords/07/076/JS06939
6652;WFDBRecords/07/076/JS06940
6653;WFDBRecords/07/076/JS06941
6654;WFDBRecords/07/076/JS06943
6655;WFDBRecords/07/076/JS06944
6656;WFDBRecords/07/076/JS06945
6657;WFDBRecords/07/076/JS06946
6658;WFDBRecords/07/076/JS06947
6659;WFDBRecords/07/076/JS06948
6660;WFDBRecords/07/076/JS06949
6661;WFDBRecords/07/076/JS06950
6662;WFDBRecords/07/076/JS06951
6663;WFDBRecords/07/076/JS06952
6664;WFDBRecords/07/076/JS06953
6665;WFDBRecords/07/076/JS06954
6666;WFDBRecords/07/076/JS06955
6667;WFDBRecords/07/076/JS06957
6668;WFDBRecords/07/076/JS06958
6669;WFDBRecords/07/076/JS06959
6670;WFDBRecords/07/076/JS06960
6671;WFDBRecords/07/076/JS06961
6672;WFDBRecords/07/076/JS06963
6673;WFDBRecords/07/076/JS06964
6674;WFDBRecords/07/076/JS06965
6675;WFDBRecords/07/076/JS06967
6676;WFDBRecords/07/076/JS06968
6677;WFDBRecords/07/076/JS06969
6678;WFDBRecords/07/076/JS06970
6679;WFDBRecords/07/076/JS06971
6680;WFDBRecords/07/076/JS06972
6681;WFDBRecords/07/076/JS06973
6682;WFDBRecords/07/076/JS06974
6683;WFDBRecords/07/076/JS06975
6684;WFDBRecords/07/076/JS06976
6685;WFDBRecords/07/076/JS06977
6686;WFDBRecords/07/076/JS06978
6687;WFDBRecords/07/076/JS06979
6688;WFDBRecords/07/076/JS06980
6689;WFDBRecords/07/076/JS06981
6690;WFDBRecords/07/076/JS06982
6691;WFDBRecords/07/076/JS06983
6692;WFDBRecords/07/076/JS06984
6693;WFDBRecords/07/076/JS06985
6694;WFDBRecords/07/076/JS06986
6695;WFDBRecords/07/076/JS06987
6696;WFDBRecords/07/076/JS06988
6697;WFDBRecords/07/076/JS06989
6698;WFDBRecords/07/076/JS06990
6699;WFDBRecords/07/076/JS06991
6700;WFDBRecords/07/077/JS06992
6701;WFDBRecords/07/077/JS06993
6702;WFDBRecords/07/077/JS06994
6703;WFDBRecords/07/077/JS06996
6704;WFDBRecords/07/077/JS06997
6705;WFDBRecords/07/077/JS06998
6706;WFDBRecords/07/077/JS06999
6707;WFDBRecords/07/077/JS07000
6708;WFDBRecords/07/077/JS07001
6709;WFDBRecords/07/077/JS07002
6710;WFDBRecords/07/077/JS07003
6711;WFDBRecords/07/077/JS07004
6712;WFDBRecords/07/077/JS07005
6713;WFDBRecords/07/077/JS07006
6714;WFDBRecords/07/077/JS07007
6715;WFDBRecords/07/077/JS07008
6716;WFDBRecords/07/077/JS07009
6717;WFDBRecords/07/077/JS07010
6718;WFDBRecords/07/077/JS07011
6719;WFDBRecords/07/077/JS07012
6720;WFDBRecords/07/077/JS07013
6721;WFDBRecords/07/077/JS07014
6722;WFDBRecords/07/077/JS07015
6723;WFDBRecords/07/077/JS07016
6724;WFDBRecords/07/077/JS07017
6725;WFDBRecords/07/077/JS07018
6726;WFDBRecords/07/077/JS07019
6727;WFDBRecords/07/077/JS07020
6728;WFDBRecords/07/077/JS07021
6729;WFDBRecords/07/077/JS07022
6730;WFDBRecords/07/077/JS07023
6731;WFDBRecords/07/077/JS07024
6732;WFDBRecords/07/077/JS07025
6733;WFDBRecords/07/077/JS07026
6734;WFDBRecords/07/077/JS07027
6735;WFDBRecords/07/077/JS07028
6736;WFDBRecords/07/077/JS07029
6737;WFDBRecords/07/077/JS07030
6738;WFDBRecords/07/077/JS07031
6739;WFDBRecords/07/077/JS07032
6740;WFDBRecords/07/077/JS07033
6741;WFDBRecords/07/077/JS07034
6742;WFDBRecords/07/077/JS07035
6743;WFDBRecords/07/077/JS07037
6744;WFDBRecords/07/077/JS07038
6745;WFDBRecords/07/077/JS07039
6746;WFDBRecords/07/077/JS07040
6747;WFDBRecords/07/077/JS07041
6748;WFDBRecords/07/077/JS07042
6749;WFDBRecords/07/077/JS07043
6750;WFDBRecords/07/077/JS07044
6751;WFDBRecords/07/077/JS07045
6752;WFDBRecords/07/077/JS07046
6753;WFDBRecords/07/077/JS07047
6754;WFDBRecords/07/077/JS07048
6755;WFDBRecords/07/077/JS07049
6756;WFDBRecords/07/077/JS07050
6757;WFDBRecords/07/077/JS07052
6758;WFDBRecords/07/077/JS07053
6759;WFDBRecords/07/077/JS07054
6760;WFDBRecords/07/077/JS07056
6761;WFDBRecords/07/077/JS07057
6762;WFDBRecords/07/077/JS07058
6763;WFDBRecords/07/077/JS07059
6764;WFDBRecords/07/077/JS07060
6765;WFDBRecords/07/077/JS07061
6766;WFDBRecords/07/077/JS07063
6767;WFDBRecords/07/077/JS07064
6768;WFDBRecords/07/077/JS07065
6769;WFDBRecords/07/077/JS07066
6770;WFDBRecords/07/077/JS07067
6771;WFDBRecords/07/077/JS07068
6772;WFDBRecords/07/077/JS07069
6773;WFDBRecords/07/077/JS07070
6774;WFDBRecords/07/077/JS07071
6775;WFDBRecords/07/077/JS07072
6776;WFDBRecords/07/077/JS07073
6777;WFDBRecords/07/077/JS07074
6778;WFDBRecords/07/077/JS07075
6779;WFDBRecords/07/077/JS07076
6780;WFDBRecords/07/077/JS07077
6781;WFDBRecords/07/077/JS07078
6782;WFDBRecords/07/077/JS07080
6783;WFDBRecords/07/077/JS07081
6784;WFDBRecords/07/077/JS07082
6785;WFDBRecords/07/077/JS07083
6786;WFDBRecords/07/077/JS07084
6787;WFDBRecords/07/077/JS07085
6788;WFDBRecords/07/077/JS07087
6789;WFDBRecords/07/077/JS07088
6790;WFDBRecords/07/077/JS07089
6791;WFDBRecords/07/077/JS07090
6792;WFDBRecords/07/077/JS07091
6793;WFDBRecords/07/077/JS07092
6794;WFDBRecords/07/077/JS07093
6795;WFDBRecords/07/077/JS07094
6796;WFDBRecords/07/077/JS07096
6797;WFDBRecords/07/077/JS07097
6798;WFDBRecords/07/077/JS07098
6799;WFDBRecords/07/077/JS07099
6800;WFDBRecords/07/078/JS07100
6801;WFDBRecords/07/078/JS07101
6802;WFDBRecords/07/078/JS07102
6803;WFDBRecords/07/078/JS07103
6804;WFDBRecords/07/078/JS07104
6805;WFDBRecords/07/078/JS07105
6806;WFDBRecords/07/078/JS07106
6807;WFDBRecords/07/078/JS07107
6808;WFDBRecords/07/078/JS07108
6809;WFDBRecords/07/078/JS07109
6810;WFDBRecords/07/078/JS07110
6811;WFDBRecords/07/078/JS07111
6812;WFDBRecords/07/078/JS07112
6813;WFDBRecords/07/078/JS07113
6814;WFDBRecords/07/078/JS07114
6815;WFDBRecords/07/078/JS07115
6816;WFDBRecords/07/078/JS07116
6817;WFDBRecords/07/078/JS07117
6818;WFDBRecords/07/078/JS07118
6819;WFDBRecords/07/078/JS07119
6820;WFDBRecords/07/078/JS07120
6821;WFDBRecords/07/078/JS07121
6822;WFDBRecords/07/078/JS07122
6823;WFDBRecords/07/078/JS07123
6824;WFDBRecords/07/078/JS07124
6825;WFDBRecords/07/078/JS07125
6826;WFDBRecords/07/078/JS07126
6827;WFDBRecords/07/078/JS07127
6828;WFDBRecords/07/078/JS07128
6829;WFDBRecords/07/078/JS07129
6830;WFDBRecords/07/078/JS07130
6831;WFDBRecords/07/078/JS07131
6832;WFDBRecords/07/078/JS07132
6833;WFDBRecords/07/078/JS07133
6834;WFDBRecords/07/078/JS07134
6835;WFDBRecords/07/078/JS07135
6836;WFDBRecords/07/078/JS07136
6837;WFDBRecords/07/078/JS07137
6838;WFDBRecords/07/078/JS07138
6839;WFDBRecords/07/078/JS07139
6840;WFDBRecords/07/078/JS07140
6841;WFDBRecords/07/078/JS07141
6842;WFDBRecords/07/078/JS07142
6843;WFDBRecords/07/078/JS07143
6844;WFDBRecords/07/078/JS07144
6845;WFDBRecords/07/078/JS07145
6846;WFDBRecords/07/078/JS07146
6847;WFDBRecords/07/078/JS07147
6848;WFDBRecords/07/078/JS07148
6849;WFDBRecords/07/078/JS07149
6850;WFDBRecords/07/078/JS07150
6851;WFDBRecords/07/078/JS07151
6852;WFDBRecords/07/078/JS07152
6853;WFDBRecords/07/078/JS07153
6854;WFDBRecords/07/078/JS07154
6855;WFDBRecords/07/078/JS07155
6856;WFDBRecords/07/078/JS07156
6857;WFDBRecords/07/078/JS07157
6858;WFDBRecords/07/078/JS07159
6859;WFDBRecords/07/078/JS07160
6860;WFDBRecords/07/078/JS07161
6861;WFDBRecords/07/078/JS07162
6862;WFDBRecords/07/078/JS07163
6863;WFDBRecords/07/078/JS07164
6864;WFDBRecords/07/078/JS07165
6865;WFDBRecords/07/078/JS07166
6866;WFDBRecords/07/078/JS07167
6867;WFDBRecords/07/078/JS07168
6868;WFDBRecords/07/078/JS07169
6869;WFDBRecords/07/078/JS07170
6870;WFDBRecords/07/078/JS07171
6871;WFDBRecords/07/078/JS07172
6872;WFDBRecords/07/078/JS07173
6873;WFDBRecords/07/078/JS07174
6874;WFDBRecords/07/078/JS07175
6875;WFDBRecords/07/078/JS07178
6876;WFDBRecords/07/078/JS07179
6877;WFDBRecords/07/078/JS07180
6878;WFDBRecords/07/078/JS07181
6879;WFDBRecords/07/078/JS07182
6880;WFDBRecords/07/078/JS07184
6881;WFDBRecords/07/078/JS07185
6882;WFDBRecords/07/078/JS07186
6883;WFDBRecords/07/078/JS07187
6884;WFDBRecords/07/078/JS07188
6885;WFDBRecords/07/078/JS07189
6886;WFDBRecords/07/078/JS07190
6887;WFDBRecords/07/078/JS07191
6888;WFDBRecords/07/078/JS07192
6889;WFDBRecords/07/078/JS07193
6890;WFDBRecords/07/078/JS07194
6891;WFDBRecords/07/078/JS07195
6892;WFDBRecords/07/078/JS07196
6893;WFDBRecords/07/078/JS07197
6894;WFDBRecords/07/078/JS07198
6895;WFDBRecords/07/078/JS07199
6896;WFDBRecords/07/078/JS07200
6897;WFDBRecords/07/078/JS07201
6898;WFDBRecords/07/078/JS07202
6899;WFDBRecords/07/078/JS07204
6900;WFDBRecords/07/079/JS07205
6901;WFDBRecords/07/079/JS07206
6902;WFDBRecords/07/079/JS07208
6903;WFDBRecords/07/079/JS07209
6904;WFDBRecords/07/079/JS07210
6905;WFDBRecords/07/079/JS07211
6906;WFDBRecords/07/079/JS07212
6907;WFDBRecords/07/079/JS07213
6908;WFDBRecords/07/079/JS07214
6909;WFDBRecords/07/079/JS07215
6910;WFDBRecords/07/079/JS07216
6911;WFDBRecords/07/079/JS07217
6912;WFDBRecords/07/079/JS07218
6913;WFDBRecords/07/079/JS07219
6914;WFDBRecords/07/079/JS07220
6915;WFDBRecords/07/079/JS07221
6916;WFDBRecords/07/079/JS07222
6917;WFDBRecords/07/079/JS07223
6918;WFDBRecords/07/079/JS07224
6919;WFDBRecords/07/079/JS07225
6920;WFDBRecords/07/079/JS07226
6921;WFDBRecords/07/079/JS07227
6922;WFDBRecords/07/079/JS07228
6923;WFDBRecords/07/079/JS07229
6924;WFDBRecords/07/079/JS07230
6925;WFDBRecords/07/079/JS07231
6926;WFDBRecords/07/079/JS07232
6927;WFDBRecords/07/079/JS07233
6928;WFDBRecords/07/079/JS07234
6929;WFDBRecords/07/079/JS07235
6930;WFDBRecords/07/079/JS07236
6931;WFDBRecords/07/079/JS07237
6932;WFDBRecords/07/079/JS07238
6933;WFDBRecords/07/079/JS07239
6934;WFDBRecords/07/079/JS07240
6935;WFDBRecords/07/079/JS07241
6936;WFDBRecords/07/079/JS07242
6937;WFDBRecords/07/079/JS07243
6938;WFDBRecords/07/079/JS07244
6939;WFDBRecords/07/079/JS07245
6940;WFDBRecords/07/079/JS07246
6941;WFDBRecords/07/079/JS07247
6942;WFDBRecords/07/079/JS07248
6943;WFDBRecords/07/079/JS07249
6944;WFDBRecords/07/079/JS07250
6945;WFDBRecords/07/079/JS07251
6946;WFDBRecords/07/079/JS07252
6947;WFDBRecords/07/079/JS07253
6948;WFDBRecords/07/079/JS07254
6949;WFDBRecords/07/079/JS07255
6950;WFDBRecords/07/079/JS07256
6951;WFDBRecords/07/079/JS07257
6952;WFDBRecords/07/079/JS07258
6953;WFDBRecords/07/079/JS07259
6954;WFDBRecords/07/079/JS07260
6955;WFDBRecords/07/079/JS07261
6956;WFDBRecords/07/079/JS07262
6957;WFDBRecords/07/079/JS07263
6958;WFDBRecords/07/079/JS07264
6959;WFDBRecords/07/079/JS07266
6960;WFDBRecords/07/079/JS07267
6961;WFDBRecords/07/079/JS07268
6962;WFDBRecords/07/079/JS07270
6963;WFDBRecords/07/079/JS07271
6964;WFDBRecords/07/079/JS07272
6965;WFDBRecords/07/079/JS07273
6966;WFDBRecords/07/079/JS07274
6967;WFDBRecords/07/079/JS07275
6968;WFDBRecords/07/079/JS07276
6969;WFDBRecords/07/079/JS07277
6970;WFDBRecords/07/079/JS07278
6971;WFDBRecords/07/079/JS07279
6972;WFDBRecords/07/079/JS07280
6973;WFDBRecords/07/079/JS07281
6974;WFDBRecords/07/079/JS07282
6975;WFDBRecords/07/079/JS07283
6976;WFDBRecords/07/079/JS07284
6977;WFDBRecords/07/079/JS07285
6978;WFDBRecords/07/079/JS07286
6979;WFDBRecords/07/079/JS07287
6980;WFDBRecords/07/079/JS07288
6981;WFDBRecords/07/079/JS07289
6982;WFDBRecords/07/079/JS07290
6983;WFDBRecords/07/079/JS07291
6984;WFDBRecords/07/079/JS07292
6985;WFDBRecords/07/079/JS07293
6986;WFDBRecords/07/079/JS07294
6987;WFDBRecords/07/079/JS07295
6988;WFDBRecords/07/079/JS07296
6989;WFDBRecords/07/079/JS07297
6990;WFDBRecords/07/079/JS07298
6991;WFDBRecords/07/079/JS07299
6992;WFDBRecords/07/079/JS07300
6993;WFDBRecords/07/079/JS07301
6994;WFDBRecords/07/079/JS07302
6995;WFDBRecords/07/079/JS07303
6996;WFDBRecords/07/079/JS07304
6997;WFDBRecords/07/079/JS07305
6998;WFDBRecords/07/079/JS07306
6999;WFDBRecords/07/079/JS07307
7000;WFDBRecords/08/080/JS07308
7001;WFDBRecords/08/080/JS07309
7002;WFDBRecords/08/080/JS07310
7003;WFDBRecords/08/080/JS07311
7004;WFDBRecords/08/080/JS07312
7005;WFDBRecords/08/080/JS07313
7006;WFDBRecords/08/080/JS07314
7007;WFDBRecords/08/080/JS07315
7008;WFDBRecords/08/080/JS07316
7009;WFDBRecords/08/080/JS07317
7010;WFDBRecords/08/080/JS07318
7011;WFDBRecords/08/080/JS07319
7012;WFDBRecords/08/080/JS07320
7013;WFDBRecords/08/080/JS07321
7014;WFDBRecords/08/080/JS07322
7015;WFDBRecords/08/080/JS07323
7016;WFDBRecords/08/080/JS07325
7017;WFDBRecords/08/080/JS07326
7018;WFDBRecords/08/080/JS07327
7019;WFDBRecords/08/080/JS07328
7020;WFDBRecords/08/080/JS07329
7021;WFDBRecords/08/080/JS07330
7022;WFDBRecords/08/080/JS07331
7023;WFDBRecords/08/080/JS07332
7024;WFDBRecords/08/080/JS07333
7025;WFDBRecords/08/080/JS07334
7026;WFDBRecords/08/080/JS07335
7027;WFDBRecords/08/080/JS07336
7028;WFDBRecords/08/080/JS07337
7029;WFDBRecords/08/080/JS07338
7030;WFDBRecords/08/080/JS07339
7031;WFDBRecords/08/080/JS07340
7032;WFDBRecords/08/080/JS07341
7033;WFDBRecords/08/080/JS07342
7034;WFDBRecords/08/080/JS07343
7035;WFDBRecords/08/080/JS07344
7036;WFDBRecords/08/080/JS07345
7037;WFDBRecords/08/080/JS07346
7038;WFDBRecords/08/080/JS07347
7039;WFDBRecords/08/080/JS07348
7040;WFDBRecords/08/080/JS07349
7041;WFDBRecords/08/080/JS07350
7042;WFDBRecords/08/080/JS07351
7043;WFDBRecords/08/080/JS07352
7044;WFDBRecords/08/080/JS07353
7045;WFDBRecords/08/080/JS07354
7046;WFDBRecords/08/080/JS07355
7047;WFDBRecords/08/080/JS07356
7048;WFDBRecords/08/080/JS07357
7049;WFDBRecords/08/080/JS07358
7050;WFDBRecords/08/080/JS07359
7051;WFDBRecords/08/080/JS07360
7052;WFDBRecords/08/080/JS07361
7053;WFDBRecords/08/080/JS07362
7054;WFDBRecords/08/080/JS07363
7055;WFDBRecords/08/080/JS07364
7056;WFDBRecords/08/080/JS07365
7057;WFDBRecords/08/080/JS07366
7058;WFDBRecords/08/080/JS07367
7059;WFDBRecords/08/080/JS07368
7060;WFDBRecords/08/080/JS07369
7061;WFDBRecords/08/080/JS07370
7062;WFDBRecords/08/080/JS07371
7063;WFDBRecords/08/080/JS07372
7064;WFDBRecords/08/080/JS07373
7065;WFDBRecords/08/080/JS07374
7066;WFDBRecords/08/080/JS07375
7067;WFDBRecords/08/080/JS07376
7068;WFDBRecords/08/080/JS07377
7069;WFDBRecords/08/080/JS07378
7070;WFDBRecords/08/080/JS07379
7071;WFDBRecords/08/080/JS07380
7072;WFDBRecords/08/080/JS07381
7073;WFDBRecords/08/080/JS07382
7074;WFDBRecords/08/080/JS07383
7075;WFDBRecords/08/080/JS07384
7076;WFDBRecords/08/080/JS07385
7077;WFDBRecords/08/080/JS07386
7078;WFDBRecords/08/080/JS07387
7079;WFDBRecords/08/080/JS07388
7080;WFDBRecords/08/080/JS07389
7081;WFDBRecords/08/080/JS07390
7082;WFDBRecords/08/080/JS07391
7083;WFDBRecords/08/080/JS07392
7084;WFDBRecords/08/080/JS07393
7085;WFDBRecords/08/080/JS07394
7086;WFDBRecords/08/080/JS07395
7087;WFDBRecords/08/080/JS07396
7088;WFDBRecords/08/080/JS07397
7089;WFDBRecords/08/080/JS07398
7090;WFDBRecords/08/080/JS07399
7091;WFDBRecords/08/080/JS07400
7092;WFDBRecords/08/080/JS07401
7093;WFDBRecords/08/080/JS07402
7094;WFDBRecords/08/080/JS07403
7095;WFDBRecords/08/080/JS07404
7096;WFDBRecords/08/080/JS07405
7097;WFDBRecords/08/080/JS07406
7098;WFDBRecords/08/080/JS07407
7099;WFDBRecords/08/080/JS07408
7100;WFDBRecords/08/081/JS07409
7101;WFDBRecords/08/081/JS07410
7102;WFDBRecords/08/081/JS07411
7103;WFDBRecords/08/081/JS07412
7104;WFDBRecords/08/081/JS07413
7105;WFDBRecords/08/081/JS07414
7106;WFDBRecords/08/081/JS07415
7107;WFDBRecords/08/081/JS07416
7108;WFDBRecords/08/081/JS07417
7109;WFDBRecords/08/081/JS07418
7110;WFDBRecords/08/081/JS07419
7111;WFDBRecords/08/081/JS07420
7112;WFDBRecords/08/081/JS07421
7113;WFDBRecords/08/081/JS07422
7114;WFDBRecords/08/081/JS07423
7115;WFDBRecords/08/081/JS07424
7116;WFDBRecords/08/081/JS07425
7117;WFDBRecords/08/081/JS07426
7118;WFDBRecords/08/081/JS07427
7119;WFDBRecords/08/081/JS07428
7120;WFDBRecords/08/081/JS07429
7121;WFDBRecords/08/081/JS07430
7122;WFDBRecords/08/081/JS07431
7123;WFDBRecords/08/081/JS07432
7124;WFDBRecords/08/081/JS07433
7125;WFDBRecords/08/081/JS07434
7126;WFDBRecords/08/081/JS07435
7127;WFDBRecords/08/081/JS07436
7128;WFDBRecords/08/081/JS07437
7129;WFDBRecords/08/081/JS07438
7130;WFDBRecords/08/081/JS07439
7131;WFDBRecords/08/081/JS07440
7132;WFDBRecords/08/081/JS07441
7133;WFDBRecords/08/081/JS07442
7134;WFDBRecords/08/081/JS07443
7135;WFDBRecords/08/081/JS07444
7136;WFDBRecords/08/081/JS07445
7137;WFDBRecords/08/081/JS07446
7138;WFDBRecords/08/081/JS07447
7139;WFDBRecords/08/081/JS07448
7140;WFDBRecords/08/081/JS07450
7141;WFDBRecords/08/081/JS07451
7142;WFDBRecords/08/081/JS07452
7143;WFDBRecords/08/081/JS07453
7144;WFDBRecords/08/081/JS07454
7145;WFDBRecords/08/081/JS07455
7146;WFDBRecords/08/081/JS07456
7147;WFDBRecords/08/081/JS07457
7148;WFDBRecords/08/081/JS07458
7149;WFDBRecords/08/081/JS07459
7150;WFDBRecords/08/081/JS07460
7151;WFDBRecords/08/081/JS07461
7152;WFDBRecords/08/081/JS07462
7153;WFDBRecords/08/081/JS07463
7154;WFDBRecords/08/081/JS07464
7155;WFDBRecords/08/081/JS07465
7156;WFDBRecords/08/081/JS07466
7157;WFDBRecords/08/081/JS07467
7158;WFDBRecords/08/081/JS07468
7159;WFDBRecords/08/081/JS07469
7160;WFDBRecords/08/081/JS07470
7161;WFDBRecords/08/081/JS07471
7162;WFDBRecords/08/081/JS07472
7163;WFDBRecords/08/081/JS07473
7164;WFDBRecords/08/081/JS07474
7165;WFDBRecords/08/081/JS07475
7166;WFDBRecords/08/081/JS07476
7167;WFDBRecords/08/081/JS07477
7168;WFDBRecords/08/081/JS07478
7169;WFDBRecords/08/081/JS07479
7170;WFDBRecords/08/081/JS07480
7171;WFDBRecords/08/081/JS07481
7172;WFDBRecords/08/081/JS07482
7173;WFDBRecords/08/081/JS07483
7174;WFDBRecords/08/081/JS07484
7175;WFDBRecords/08/081/JS07486
7176;WFDBRecords/08/081/JS07487
7177;WFDBRecords/08/081/JS07488
7178;WFDBRecords/08/081/JS07490
7179;WFDBRecords/08/081/JS07491
7180;WFDBRecords/08/081/JS07492
